,word,second_category,first_category,B2B_ind,cut_phrase1,rlist1,f_result,hit_words,cross_set,plist,source,f_success_ind,cut_phrase,rlist,result,second_hit_words,second_cross_set,second_plist,source_2,success_ind,result_ind,amb_success_ind
175,"汽车衡,皮带秤,洗车机",工业设备,工业制造,B2B,"['汽车衡', ',', '皮带秤', ',', '洗车机']","['车辆', ['车'], 0, 0, '优先级匹配']",车辆,['车'],0,0,优先级匹配,0,"['汽车衡', ',', '皮带秤', ',', '洗车机']","['仪器仪表', ['汽车衡', '皮带秤'], 0, 0, '唯一dict']",仪器仪表,"['汽车衡', '皮带秤']",0,0,唯一dict,0,B2B,1
176,凉亭,建材服务,能源材料,B2B,['凉亭'],"['能源材料', ['凉亭'], 0, 0, 0, '唯一dict']",能源材料,['凉亭'],0,0,唯一dict,1,['凉亭'],"['建材服务', ['凉亭'], 0, 0, '唯一dict']",建材服务,['凉亭'],0,0,唯一dict,1,B2B,1
177,陶粒,建材服务,能源材料,B2B,['陶粒'],"['能源材料', ['陶粒'], 0, 0, 0, '唯一dict']",能源材料,['陶粒'],0,0,唯一dict,1,['陶粒'],"['建材服务', ['陶粒'], 0, 0, '唯一dict']",建材服务,['陶粒'],0,0,唯一dict,1,B2B,1
178,防撞桶,建材服务,能源材料,B2B,"['防撞', '桶']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['防撞', '桶']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
179,交通路锥,建材服务,能源材料,B2B,"['交通', '路', '锥']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['交通', '路', '锥']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
180,透水砖,建材服务,能源材料,B2B,['透水砖'],"['能源材料', ['透水砖'], 0, 0, 0, '唯一dict']",能源材料,['透水砖'],0,0,唯一dict,1,['透水砖'],"['建材服务', ['透水砖'], 0, 0, '唯一dict']",建材服务,['透水砖'],0,0,唯一dict,1,B2B,1
181,螺旋钢管,建材服务,能源材料,B2B,['螺旋钢管'],"['能源材料', ['螺旋钢管'], 0, 0, 0, '唯一dict']",能源材料,['螺旋钢管'],0,0,唯一dict,1,['螺旋钢管'],"['建材服务', ['螺旋钢管'], 0, 0, '唯一dict']",建材服务,['螺旋钢管'],0,0,唯一dict,1,B2B,1
182,灌浆料,建材服务,能源材料,B2B,['灌浆料'],"['能源材料', ['灌浆料'], 0, 0, 0, '唯一dict']",能源材料,['灌浆料'],0,0,唯一dict,1,['灌浆料'],"['建材服务', ['灌浆料'], 0, 0, '唯一dict']",建材服务,['灌浆料'],0,0,唯一dict,1,B2B,1
183,eps线条,橡塑涂料,能源材料,B2B,"['EPS', '线条']","['能源材料', ['线条'], 0, 0, 0, '唯一dict']",能源材料,['线条'],0,0,唯一dict,1,"['EPS', '线条']","['建材服务', ['线条'], 0, 0, '唯一dict']",建材服务,['线条'],0,0,唯一dict,0,B2B,1
184,水稳拌合站,工业设备,工业制造,B2B,"['水稳', '拌合', '站']","['能源材料', ['拌合'], 0, 0, 0, '唯一dict']",能源材料,['拌合'],0,0,唯一dict,0,"['水稳', '拌合', '站']","['建材服务', ['拌合'], 0, 0, '唯一dict']",建材服务,['拌合'],0,0,唯一dict,0,B2B,1
185,交通标志牌,建材服务,能源材料,B2B,"['交通', '标志牌']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['交通', '标志牌']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
186,铝蜂窝板,建材服务,能源材料,B2B,['铝蜂窝板'],"['能源材料', ['铝蜂窝板'], 0, 0, 0, '唯一dict']",能源材料,['铝蜂窝板'],0,0,唯一dict,1,['铝蜂窝板'],"['建材服务', ['铝蜂窝板'], 0, 0, '唯一dict']",建材服务,['铝蜂窝板'],0,0,唯一dict,1,B2B,1
187,"不锈钢板,不锈钢管,不锈钢棒",建材服务,能源材料,B2B,"['不锈钢板', ',', '不锈钢管', ',', '不锈钢', '棒']","['能源材料', ['不锈钢管', '不锈钢'], 0, 0, '唯一筛选']",能源材料,"['不锈钢管', '不锈钢']",0,0,唯一筛选,1,"['不锈钢板', ',', '不锈钢管', ',', '不锈钢', '棒']","['建材服务', ['不锈钢管', '不锈钢'], 0, 0, '唯一dict']",建材服务,"['不锈钢管', '不锈钢']",0,0,唯一dict,1,B2B,1
188,金属雕花板,建材服务,能源材料,B2B,"['金属', '雕花', '板']","['能源材料', ['雕花'], 0, 0, 0, '唯一dict']",能源材料,['雕花'],0,0,唯一dict,1,"['金属', '雕花', '板']","['冶金矿产', ['金属', '雕花'], 0, 0, '唯一dict']",冶金矿产,"['金属', '雕花']",0,0,唯一dict,0,B2B,1
189,轻质隔墙板,建材服务,能源材料,B2B,['轻质隔墙板'],"['能源材料', ['轻质隔墙板'], 0, 0, 0, '唯一dict']",能源材料,['轻质隔墙板'],0,0,唯一dict,1,['轻质隔墙板'],"['建材服务', ['轻质隔墙板'], 0, 0, '唯一dict']",建材服务,['轻质隔墙板'],0,0,唯一dict,1,B2B,1
190,电动阀门,仪器仪表,工业制造,B2B,['电动阀门'],"['工业制造', ['电动阀门'], 0, 0, 0, '唯一dict']",工业制造,['电动阀门'],0,0,唯一dict,1,"['电动阀', '门']","['仪器仪表', ['电动阀'], ['仪器仪表', '五金配件'], [4.157894736842105e-05, 3.51578947368421e-05], '交叉dict']",仪器仪表,['电动阀'],"['仪器仪表', '五金配件']","[4.157894736842105e-05, 3.51578947368421e-05]",交叉dict,1,B2B,1
191,"工业洗衣机,洗涤设备,洗脱机",工业设备,工业制造,B2B,"['工业', '洗衣机', ',', '洗涤设备', ',', '洗脱机']","['生活服务', ['洗衣'], 0, 0, '人工规则']",生活服务,['洗衣'],0,0,人工规则,1,"['工业', '洗衣机', ',', '洗涤设备', ',', '洗脱机']","['工业设备', ['工业', '洗涤设备', '洗脱机'], 0, 0, '唯一dict']",工业设备,"['工业', '洗涤设备', '洗脱机']",0,0,唯一dict,1,B2B,1
192,液压马达,工业设备,工业制造,B2B,['液压马达'],"['工业制造', ['液压马达'], 0, 0, 0, '唯一dict']",工业制造,['液压马达'],0,0,唯一dict,1,['液压马达'],"['仪器仪表', ['液压马达'], 0, 0, '唯一dict']",仪器仪表,['液压马达'],0,0,唯一dict,0,B2B,1
193,胶带,橡塑涂料,能源材料,B2B,['胶带'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['胶带'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
194,橡胶板,建材服务,能源材料,B2B,['橡胶板'],"['工业制造', ['橡胶板'], 0, 0, 0, '唯一dict']",工业制造,['橡胶板'],0,0,唯一dict,0,['橡胶板'],"['仪器仪表', ['橡胶板'], 0, 0, '唯一dict']",仪器仪表,['橡胶板'],0,0,唯一dict,0,B2B,1
195,蒸发器,工业设备,工业制造,B2B,['蒸发器'],"['工业制造', ['蒸发器'], 0, 0, 0, '唯一dict']",工业制造,['蒸发器'],0,0,唯一dict,1,['蒸发器'],"['仪器仪表', ['蒸发器'], 0, 0, '唯一dict']",仪器仪表,['蒸发器'],0,0,唯一dict,0,B2B,1
196,休闲长廊,建材服务,能源材料,B2B,"['休闲', '长廊']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['休闲', '长廊']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
197,防腐木长廊,建材服务,能源材料,B2B,"['防腐木', '长廊']","['能源材料', ['防腐木'], 0, 0, 0, '唯一dict']",能源材料,['防腐木'],0,0,唯一dict,1,"['防腐木', '长廊']","['建材服务', ['防腐木'], 0, 0, '唯一dict']",建材服务,['防腐木'],0,0,唯一dict,1,B2B,1
198,水泥漏粪板,建材服务,能源材料,B2B,"['水泥', '漏粪板']","['能源材料', ['水泥'], 0, 0, 0, '唯一dict']",能源材料,['水泥'],0,0,唯一dict,1,"['水泥', '漏粪板']","['建材服务', ['水泥'], 0, 0, '唯一dict']",建材服务,['水泥'],0,0,唯一dict,1,B2B,1
199,干冰,化工能源,能源材料,B2B,['干冰'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['干冰'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
200,电机试验台,工业设备,工业制造,B2B,['电机试验台'],"['工业制造', ['电机试验台'], 0, 0, 0, '唯一dict']",工业制造,['电机试验台'],0,0,唯一dict,1,['电机试验台'],"['仪器仪表', ['电机试验台'], 0, 0, '唯一dict']",仪器仪表,['电机试验台'],0,0,唯一dict,0,B2B,1
201,土工膜,建材服务,能源材料,B2B,['土工膜'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['土工膜'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
202,pe管材,建材服务,能源材料,B2B,"['PE', '管材']","['能源材料', ['管材'], 0, 0, 0, '唯一dict']",能源材料,['管材'],0,0,唯一dict,1,"['PE', '管材']","['建材服务', ['管材'], 0, 0, '唯一dict']",建材服务,['管材'],0,0,唯一dict,1,B2B,1
203,饮料设备,工业设备,工业制造,B2B,"['饮料', '设备']","['工业制造', ['设备'], ['工业制造', '能源材料'], [0.0014461052631578946, 8.947368421052631e-07], '交叉概率']",工业制造,['设备'],"['工业制造', '能源材料']","[0.0014461052631578946, 8.947368421052631e-07]",交叉概率,1,"['饮料', '设备']","['仪器仪表', ['设备'], 0, 0, '唯一dict']",仪器仪表,['设备'],0,0,唯一dict,0,B2B,1
204,打包带,橡塑涂料,能源材料,B2B,['打包带'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['打包带'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
205,喷涂设备,工业设备,工业制造,B2B,"['喷涂', '设备']","['能源材料', ['喷涂'], 0, 0, 0, '唯一dict']",能源材料,['喷涂'],0,0,唯一dict,0,"['喷涂', '设备']","['仪器仪表', ['喷涂', '设备'], 0, 0, '唯一dict']",仪器仪表,"['喷涂', '设备']",0,0,唯一dict,0,B2B,1
206,塑钢打包带,橡塑涂料,能源材料,B2B,"['塑钢', '打包带']","['能源材料', ['塑钢'], 0, 0, 0, '唯一dict']",能源材料,['塑钢'],0,0,唯一dict,1,"['塑钢', '打包带']","['建材服务', ['塑钢'], 0, 0, '唯一dict']",建材服务,['塑钢'],0,0,唯一dict,0,B2B,1
207,水处理药剂,工业设备,工业制造,B2B,['水处理药剂'],"['工业制造', ['水处理药剂'], 0, 0, 0, '唯一dict']",工业制造,['水处理药剂'],0,0,唯一dict,1,['水处理药剂'],"['仪器仪表', ['水处理药剂'], 0, 0, '唯一dict']",仪器仪表,['水处理药剂'],0,0,唯一dict,0,B2B,1
208,一体化泵站,工业设备,工业制造,B2B,['一体化泵站'],"['工业制造', ['一体化泵站'], 0, 0, 0, '唯一dict']",工业制造,['一体化泵站'],0,0,唯一dict,1,['一体化泵站'],"['仪器仪表', ['一体化泵站'], 0, 0, '唯一dict']",仪器仪表,['一体化泵站'],0,0,唯一dict,0,B2B,1
209,asa,橡塑涂料,能源材料,B2B,['ASA'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['ASA'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
210,边坡防护网,建材服务,能源材料,B2B,"['边坡', '防护网']","['能源材料', ['防护网'], 0, 0, 0, '唯一dict']",能源材料,['防护网'],0,0,唯一dict,1,"['边坡', '防护网']","['建材服务', ['防护网'], 0, 0, '唯一dict']",建材服务,['防护网'],0,0,唯一dict,1,B2B,1
211,地埋式垃圾桶,工业设备,工业制造,B2B,"['地', '埋式', '垃圾桶']","['工业制造', ['垃圾桶'], 0, 0, 0, '唯一dict']",工业制造,['垃圾桶'],0,0,唯一dict,1,"['地', '埋式', '垃圾桶']","['工业设备', ['垃圾桶'], 0, 0, '唯一dict']",工业设备,['垃圾桶'],0,0,唯一dict,1,B2B,1
212,墙板,建材服务,能源材料,B2B,['墙板'],"['能源材料', ['墙板'], 0, 0, 0, '唯一dict']",能源材料,['墙板'],0,0,唯一dict,1,['墙板'],"['建材服务', ['墙板'], 0, 0, '唯一dict']",建材服务,['墙板'],0,0,唯一dict,1,B2B,1
213,手板,橡塑涂料,能源材料,B2B,['手板'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['手板'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
214,"激光喷码机,激光锡焊机,打标机",工业设备,工业制造,B2B,"['激光', '喷码机', ',', '激光', '锡', '焊机', ',', '打标机']","['工业制造', ['激光', '激光', '焊机'], ['能源材料', '能源材料', '工业制造'], 0, '唯一筛选']",工业制造,"['激光', '激光', '焊机']","['能源材料', '能源材料', '工业制造']",0,唯一筛选,1,"['激光', '喷码机', ',', '激光', '锡', '焊机', ',', '打标机']","['仪器仪表', ['激光', '激光', '焊机'], 0, 0, '唯一dict']",仪器仪表,"['激光', '激光', '焊机']",0,0,唯一dict,0,B2B,1
